CIDEXISTENCIA,CIDALMACEN,CIDPRODUCTO,CIDEJERCICIO,CTIPOEXISTENCIA,CENTRADASINICIALES,CSALIDASINICIALES,CCOSTOINICIALENTRADAS,CCOSTOINICIALSALIDAS,CENTRADASPERIODO1,CENTRADASPERIODO2,CENTRADASPERIODO3,CENTRADASPERIODO4,CENTRADASPERIODO5,CENTRADASPERIODO6,CENTRADASPERIODO7,CENTRADASPERIODO8,CENTRADASPERIODO9,CENTRADASPERIODO10,CENTRADASPERIODO11,CENTRADASPERIODO12,CSALIDASPERIODO1,CSALIDASPERIODO2,CSALIDASPERIODO3,CSALIDASPERIODO4,CSALIDASPERIODO5,CSALIDASPERIODO6,CSALIDASPERIODO7,CSALIDASPERIODO8,CSALIDASPERIODO9,CSALIDASPERIODO10,CSALIDASPERIODO11,CSALIDASPERIODO12,CCOSTOENTRADASPERIODO1,CCOSTOENTRADASPERIODO2,CCOSTOENTRADASPERIODO3,CCOSTOENTRADASPERIODO4,CCOSTOENTRADASPERIODO5,CCOSTOENTRADASPERIODO6,CCOSTOENTRADASPERIODO7,CCOSTOENTRADASPERIODO8,CCOSTOENTRADASPERIODO9,CCOSTOENTRADASPERIODO10,CCOSTOENTRADASPERIODO11,CCOSTOENTRADASPERIODO12,CCOSTOSALIDASPERIODO1,CCOSTOSALIDASPERIODO2,CCOSTOSALIDASPERIODO3,CCOSTOSALIDASPERIODO4,CCOSTOSALIDASPERIODO5,CCOSTOSALIDASPERIODO6,CCOSTOSALIDASPERIODO7,CCOSTOSALIDASPERIODO8,CCOSTOSALIDASPERIODO9,CCOSTOSALIDASPERIODO10,CCOSTOSALIDASPERIODO11,CCOSTOSALIDASPERIODO12,CBANCONGELADO,CTIMESTAMP
130902,2,3157,9,1,102,0,-3043.94,0,102,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,-3043.94,0,0,0,0,0,0,0,0,0,0,0,0,0,
130903,2,3155,9,1,7,0,545.37,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,545.37,545.37,545.37,545.37,545.37,545.37,545.37,545.37,545.37,545.37,545.37,545.37,0,0,0,0,0,0,0,0,0,0,0,0,0,
130904,2,3153,9,1,17,1,0,3.58,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0,
130905,1,4647,9,1,26,5,0,0,26,26,26,26,26,26,26,26,26,26,26,26,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130906,3,2962,9,1,3,2,214.62,143.08,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,214.62,214.62,214.62,214.62,214.62,214.62,214.62,214.62,214.62,214.62,214.62,214.62,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,143.08,0,
130907,3,2988,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130908,1,6951,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130909,1,6954,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130910,4,358,9,1,87,39,2560.77,1248.43,87,87,87,87,87,87,87,87,87,87,87,87,39,39,39,39,39,39,39,39,39,39,39,39,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,2560.77,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,1248.43,0,
130911,3,1795,9,1,12,10,1909.59,1611.59,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1909.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,1611.59,0,
130912,1,7469,9,1,15,14,0,0,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130913,1,7470,9,1,20,1,0,0,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130914,1,7471,9,1,23,1,0,0,23,23,23,23,23,23,23,23,23,23,23,23,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130915,2,5116,9,1,2,1,11.84,3.92,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,11.84,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,3.92,0,
130916,2,348,9,1,3,1,28.48,9.48,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,28.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,9.48,0,
130917,2,331,9,1,30,0,112.35,0,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,112.35,112.35,112.35,112.35,112.35,112.35,112.35,112.35,112.35,112.35,112.35,112.35,0,0,0,0,0,0,0,0,0,0,0,0,0,
130918,2,333,9,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130919,2,2921,9,1,14,0,81.22,0,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,81.22,81.22,81.22,81.22,81.22,81.22,81.22,81.22,81.22,81.22,81.22,81.22,0,0,0,0,0,0,0,0,0,0,0,0,0,
130920,2,2922,9,1,17,0,139.04,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,139.04,139.04,139.04,139.04,139.04,139.04,139.04,139.04,139.04,139.04,139.04,139.04,0,0,0,0,0,0,0,0,0,0,0,0,0,
130921,2,2927,9,1,55,2,700.2,26.87,55,55,55,55,55,55,55,55,55,55,55,55,2,2,2,2,2,2,2,2,2,2,2,2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,700.2,26.87,26.87,26.87,26.87,26.87,26.87,26.87,26.87,26.87,26.87,26.87,26.87,0,
130922,1,3377,9,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130923,1,3358,9,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130924,1,5999,9,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130925,1,3359,9,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130926,1,3384,9,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130927,1,896,9,1,18,12,44630.95,29051.21,18,18,18,18,18,18,18,18,18,18,18,18,12,12,12,12,12,12,12,12,12,12,12,12,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,44630.95,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,29051.21,0,
130928,1,3383,9,1,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130929,4,2947,9,1,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130930,2,2930,9,1,3,0,50.25,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,50.25,0,0,0,0,0,0,0,0,0,0,0,0,0,
130931,2,2924,9,1,4,0,44.08,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08,44.08,0,0,0,0,0,0,0,0,0,0,0,0,0,
130932,2,2923,9,1,4,0,5.45,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,5.45,0,0,0,0,0,0,0,0,0,0,0,0,0,
130933,1,3227,9,1,40,44,0,0,40,40,40,40,40,40,40,40,40,40,40,40,44,44,44,44,44,44,44,44,44,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130934,1,7473,9,1,140,128,1920.56,1715.15,140,140,140,140,140,140,140,140,140,140,140,140,128,128,128,128,128,128,128,128,128,128,128,128,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1920.56,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,1715.15,0,
130935,1,1172,9,1,9,5,0,0,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130936,2,566,9,1,3,0,560.71,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,560.71,560.71,560.71,560.71,560.71,560.71,560.71,560.71,560.71,560.71,560.71,560.71,0,0,0,0,0,0,0,0,0,0,0,0,0,
130937,2,5454,9,1,8,0,68.21,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,68.21,0,0,0,0,0,0,0,0,0,0,0,0,0,
130938,2,5455,9,1,43,0,118.2,0,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,118.2,0,0,0,0,0,0,0,0,0,0,0,0,0,
130939,2,5456,9,1,7,0,35.81,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,
130940,2,5453,9,1,48,0,298.14,0,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,298.14,298.14,298.14,298.14,298.14,298.14,298.14,298.14,298.14,298.14,298.14,298.14,0,0,0,0,0,0,0,0,0,0,0,0,0,
130941,1,2743,9,1,15,13,0,0,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130942,1,1637,9,1,23,9,0,0,23,23,23,23,23,23,23,23,23,23,23,23,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130943,1,3957,9,1,16,3,0,0,16,16,16,16,16,16,16,16,16,16,16,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130944,3,864,9,1,6,5,55.57,46.3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,55.57,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,46.3,0,
130945,1,2751,9,1,12,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130946,1,5966,9,1,17,0,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130947,1,5968,9,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130948,1,7474,9,1,8,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130949,1,7475,9,1,14,13,3581.5,3321.5,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3581.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,3321.5,0,
130950,1,7476,9,1,72,75,458.5,480.13,72,72,72,72,72,72,72,72,72,72,72,72,75,75,75,75,75,75,75,75,75,75,75,75,458.5,458.5,458.5,458.5,458.5,458.5,458.5,458.5,458.5,458.5,458.5,458.5,480.13,480.13,480.13,480.13,480.13,480.13,480.13,480.13,480.13,480.13,480.13,480.13,0,
130951,1,7477,9,1,80,80,737.28,737.28,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,737.28,0,
130952,1,7478,9,1,80,80,472.32,472.32,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,472.32,0,
130953,4,7415,9,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130954,2,2958,9,1,1,0,64.97,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,64.97,0,0,0,0,0,0,0,0,0,0,0,0,0,
130955,2,2983,9,1,1,0,59.37,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,59.37,0,0,0,0,0,0,0,0,0,0,0,0,0,
130956,3,2268,9,1,13,13,725.4,452.4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,725.4,725.4,725.4,725.4,725.4,725.4,725.4,725.4,725.4,725.4,725.4,725.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,452.4,0,
130957,1,3180,9,1,45,39,263.3,208.83,45,45,45,45,45,45,45,45,45,45,45,45,39,39,39,39,39,39,39,39,39,39,39,39,263.3,263.3,263.3,263.3,263.3,263.3,263.3,263.3,263.3,263.3,263.3,263.3,208.83,208.83,208.83,208.83,208.83,208.83,208.83,208.83,208.83,208.83,208.83,208.83,0,
130958,1,7479,9,1,73,97,243.45,323.47,73,73,73,73,73,73,73,73,73,73,73,73,97,97,97,97,97,97,97,97,97,97,97,97,243.45,243.45,243.45,243.45,243.45,243.45,243.45,243.45,243.45,243.45,243.45,243.45,323.47,323.47,323.47,323.47,323.47,323.47,323.47,323.47,323.47,323.47,323.47,323.47,0,
130959,2,2963,9,1,5,0,4560.61,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,4560.61,0,0,0,0,0,0,0,0,0,0,0,0,0,
130960,2,2965,9,1,5,0,1281.74,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,1281.74,0,0,0,0,0,0,0,0,0,0,0,0,0,
130961,2,2960,9,1,3,0,220.9,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,0,0,0,0,0,0,0,0,0,0,0,0,0,
130962,2,2973,9,1,13,0,441.56,0,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,441.56,441.56,441.56,441.56,441.56,441.56,441.56,441.56,441.56,441.56,441.56,441.56,0,0,0,0,0,0,0,0,0,0,0,0,0,
130963,2,2957,9,1,11,0,1100.25,0,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,1100.25,0,0,0,0,0,0,0,0,0,0,0,0,0,
130964,2,2967,9,1,4,0,262.27,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,262.27,262.27,262.27,262.27,262.27,262.27,262.27,262.27,262.27,262.27,262.27,262.27,0,0,0,0,0,0,0,0,0,0,0,0,0,
130965,2,2990,9,1,5,0,172.02,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,172.02,172.02,172.02,172.02,172.02,172.02,172.02,172.02,172.02,172.02,172.02,172.02,0,0,0,0,0,0,0,0,0,0,0,0,0,
130966,2,2986,9,1,2,0,-91.47,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,-91.47,0,0,0,0,0,0,0,0,0,0,0,0,0,
130967,1,2561,9,1,31,36,2280,4433.34,31,31,31,31,31,31,31,31,31,31,31,31,36,36,36,36,36,36,36,36,36,36,36,36,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,4433.34,0,
130968,3,7407,9,1,13,8,1017.59,656.64,13,13,13,13,13,13,13,13,13,13,13,13,8,8,8,8,8,8,8,8,8,8,8,8,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,1017.59,656.64,656.64,656.64,656.64,656.64,656.64,656.64,656.64,656.64,656.64,656.64,656.64,0,
130969,1,3793,9,1,126,125,2034.64,2043.41,126,126,126,126,126,126,126,126,126,126,126,126,125,125,125,125,125,125,125,125,125,125,125,125,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2034.64,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,2043.41,0,
130970,3,5850,9,1,38,13,451.41,144.15,38,38,38,38,38,38,38,38,38,38,38,38,13,13,13,13,13,13,13,13,13,13,13,13,451.41,451.41,451.41,451.41,451.41,451.41,451.41,451.41,451.41,451.41,451.41,451.41,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,144.15,0,
130971,3,5785,9,1,99,71,329.26,241.45,99,99,99,99,99,99,99,99,99,99,99,99,71,71,71,71,71,71,71,71,71,71,71,71,329.26,329.26,329.26,329.26,329.26,329.26,329.26,329.26,329.26,329.26,329.26,329.26,241.45,241.45,241.45,241.45,241.45,241.45,241.45,241.45,241.45,241.45,241.45,241.45,0,
130972,3,3166,9,1,18,2,130.68,14.52,18,18,18,18,18,18,18,18,18,18,18,18,2,2,2,2,2,2,2,2,2,2,2,2,130.68,130.68,130.68,130.68,130.68,130.68,130.68,130.68,130.68,130.68,130.68,130.68,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,0,
130973,3,3203,9,1,12,0,162.16,0,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,162.16,162.16,162.16,162.16,162.16,162.16,162.16,162.16,162.16,162.16,162.16,162.16,0,0,0,0,0,0,0,0,0,0,0,0,0,
130974,2,5063,9,1,2,0,113.95,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,113.95,113.95,113.95,113.95,113.95,113.95,113.95,113.95,113.95,113.95,113.95,113.95,0,0,0,0,0,0,0,0,0,0,0,0,0,
130975,2,5078,9,1,21,0,658.05,0,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,658.05,658.05,658.05,658.05,658.05,658.05,658.05,658.05,658.05,658.05,658.05,658.05,0,0,0,0,0,0,0,0,0,0,0,0,0,
130976,2,5074,9,1,1,0,-5.98,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,-5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,
130977,1,7480,9,1,199,199,13444.3,13444.3,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,13444.3,0,
130978,1,7481,9,1,164,133,12552.73,10997.28,164,164,164,164,164,164,164,164,164,164,164,164,133,133,133,133,133,133,133,133,133,133,133,133,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,12552.73,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,10997.28,0,
130979,1,7482,9,1,253,253,9032.89,9051.9,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9032.89,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,9051.9,0,
130980,1,7483,9,1,332,317,23372.04,22819.4,332,332,332,332,332,332,332,332,332,332,332,332,317,317,317,317,317,317,317,317,317,317,317,317,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,23372.04,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,22819.4,0,
130981,3,5486,9,1,794,751,2535.94,2518.1,794,794,794,794,794,794,794,794,794,794,794,794,751,751,751,751,751,751,751,751,751,751,751,751,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2535.94,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,2518.1,0,
130982,3,7275,9,1,68,60,2517.03,2307.34,68,68,68,68,68,68,68,68,68,68,68,68,60,60,60,60,60,60,60,60,60,60,60,60,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2517.03,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,2307.34,0,
130983,2,276,9,1,19,0,20.03,0,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,20.03,0,0,0,0,0,0,0,0,0,0,0,0,0,
130984,3,630,9,1,25,48,336.69,394.84,25,25,25,25,25,25,25,25,25,25,25,25,48,48,48,48,48,48,48,48,48,48,48,48,336.69,336.69,336.69,336.69,336.69,336.69,336.69,336.69,336.69,336.69,336.69,336.69,394.84,394.84,394.84,394.84,394.84,394.84,394.84,394.84,394.84,394.84,394.84,394.84,0,
130985,2,229,9,1,2,0,12.45,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0,0,0,0,0,0,0,0,0,0,0,0,0,
130986,2,228,9,1,4,0,31.94,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,0,0,0,0,0,0,0,0,0,0,0,0,0,
130987,2,328,9,1,102,0,333.37,0,102,102,102,102,102,102,102,102,102,102,102,102,0,0,0,0,0,0,0,0,0,0,0,0,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,333.37,0,0,0,0,0,0,0,0,0,0,0,0,0,
