CIDEXISTENCIA,CIDALMACEN,CIDPRODUCTO,CIDEJERCICIO,CTIPOEXISTENCIA,CENTRADASINICIALES,CSALIDASINICIALES,CCOSTOINICIALENTRADAS,CCOSTOINICIALSALIDAS,CENTRADASPERIODO1,CENTRADASPERIODO2,CENTRADASPERIODO3,CENTRADASPERIODO4,CENTRADASPERIODO5,CENTRADASPERIODO6,CENTRADASPERIODO7,CENTRADASPERIODO8,CENTRADASPERIODO9,CENTRADASPERIODO10,CENTRADASPERIODO11,CENTRADASPERIODO12,CSALIDASPERIODO1,CSALIDASPERIODO2,CSALIDASPERIODO3,CSALIDASPERIODO4,CSALIDASPERIODO5,CSALIDASPERIODO6,CSALIDASPERIODO7,CSALIDASPERIODO8,CSALIDASPERIODO9,CSALIDASPERIODO10,CSALIDASPERIODO11,CSALIDASPERIODO12,CCOSTOENTRADASPERIODO1,CCOSTOENTRADASPERIODO2,CCOSTOENTRADASPERIODO3,CCOSTOENTRADASPERIODO4,CCOSTOENTRADASPERIODO5,CCOSTOENTRADASPERIODO6,CCOSTOENTRADASPERIODO7,CCOSTOENTRADASPERIODO8,CCOSTOENTRADASPERIODO9,CCOSTOENTRADASPERIODO10,CCOSTOENTRADASPERIODO11,CCOSTOENTRADASPERIODO12,CCOSTOSALIDASPERIODO1,CCOSTOSALIDASPERIODO2,CCOSTOSALIDASPERIODO3,CCOSTOSALIDASPERIODO4,CCOSTOSALIDASPERIODO5,CCOSTOSALIDASPERIODO6,CCOSTOSALIDASPERIODO7,CCOSTOSALIDASPERIODO8,CCOSTOSALIDASPERIODO9,CCOSTOSALIDASPERIODO10,CCOSTOSALIDASPERIODO11,CCOSTOSALIDASPERIODO12,CBANCONGELADO,CTIMESTAMP
122427,3,122,9,1,380,380,2169.91,1982.1,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,2169.91,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,1982.1,0,
122428,3,3503,9,1,29,20,2907.16,1312.65,29,29,29,29,29,29,29,29,29,29,29,29,20,20,20,20,20,20,20,20,20,20,20,20,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,2907.16,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,1312.65,0,
122429,3,1929,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122430,3,2474,9,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122431,3,5132,9,1,171,171,-209.72,258.14,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,-209.72,258.14,258.14,258.14,258.14,258.14,258.14,258.14,258.14,258.14,258.14,258.14,258.14,0,
122432,3,1377,9,1,1,4,59.91,59.91,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,59.91,0,
122433,1,5540,9,1,132,129,3697.32,3671.9,132,132,132,132,132,132,132,132,132,132,132,132,129,129,129,129,129,129,129,129,129,129,129,129,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3697.32,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,3671.9,0,
122434,3,4059,9,1,12550,12844,2751.09,2800.1,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12550,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,12844,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2751.09,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,2800.1,0,
122435,1,5802,9,1,36,35,30734.25,30622.43,36,36,36,36,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,35,35,35,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30734.25,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,30622.43,0,
122436,3,4776,9,1,155,140,18596.27,14233.29,155,155,155,155,155,155,155,155,155,155,155,155,140,140,140,140,140,140,140,140,140,140,140,140,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,18596.27,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,14233.29,0,
122437,3,9,9,1,85,12,1340.46,72.01,85,85,85,85,85,85,85,85,85,85,85,85,12,12,12,12,12,12,12,12,12,12,12,12,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,1340.46,72.01,72.01,72.01,72.01,72.01,72.01,72.01,72.01,72.01,72.01,72.01,72.01,0,
122438,4,2356,9,1,11,11,0,471.56,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,471.56,471.56,471.56,471.56,471.56,471.56,471.56,471.56,471.56,471.56,471.56,471.56,0,
122439,1,172,9,1,3132,3109,15168.47,6293.68,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,3109,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,15168.47,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,6293.68,0,
122440,3,892,9,1,186,506,0,4254.53,186,186,186,186,186,186,186,186,186,186,186,186,506,506,506,506,506,506,506,506,506,506,506,506,0,0,0,0,0,0,0,0,0,0,0,0,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,4254.53,0,
122441,3,2789,9,1,96,84,4666.07,2518.66,96,96,96,96,96,96,96,96,96,96,96,96,84,84,84,84,84,84,84,84,84,84,84,84,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,4666.07,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,2518.66,0,
122442,1,3332,9,1,28,13,1550,620,28,28,28,28,28,28,28,28,28,28,28,28,13,13,13,13,13,13,13,13,13,13,13,13,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,620,620,620,620,620,620,620,620,620,620,620,620,0,
122443,1,3029,9,1,72,66,2475.23,2232.64,72,72,72,72,72,72,72,72,72,72,72,72,66,66,66,66,66,66,66,66,66,66,66,66,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2475.23,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,2232.64,0,
122444,3,3765,9,1,217,131,1288.12,168.13,217,217,217,217,217,217,217,217,217,217,217,217,131,131,131,131,131,131,131,131,131,131,131,131,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,1288.12,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,168.13,0,
122445,1,252,9,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122446,1,250,9,1,231,148,2320.55,1462.2,231,231,231,231,231,231,231,231,231,231,231,231,148,148,148,148,148,148,148,148,148,148,148,148,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,2320.55,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,1462.2,0,
122447,1,240,9,1,3895,2670,22695.74,15339.01,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,3895,2674,2674,2674,2674,2674,2674,2674,2674,2674,2674,2674,2674,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,22695.74,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,15339.01,0,01/02/2026 18:49:44:737
122448,1,5508,9,1,678,678,20301.97,31507.58,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,678,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,20301.97,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,31507.58,0,
122449,3,652,9,1,45,43,3144,1886.4,45,45,45,45,45,45,45,45,45,45,45,45,43,43,43,43,43,43,43,43,43,43,43,43,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,3144,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,1886.4,0,
122450,3,660,9,1,14855.9,14280.6,-626692.45,554787.73,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14855.9,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,14280.6,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,-626692.45,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,554787.73,0,
122451,1,3830,9,1,256,205,4705.77,3697.43,256,256,256,256,256,256,256,256,256,256,256,256,205,205,205,205,205,205,205,205,205,205,205,205,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,4705.77,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,3697.43,0,
122452,3,547,9,1,244,233,8320.01,6281.5,244,244,244,244,244,244,244,244,244,244,244,244,233,233,233,233,233,233,233,233,233,233,233,233,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,8320.01,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,6281.5,0,
122453,3,573,9,1,496,463,9090.96,16975.89,496,496,496,496,496,496,496,496,496,496,496,496,463,463,463,463,463,463,463,463,463,463,463,463,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,9090.96,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,16975.89,0,
122454,3,13,9,1,23,20,9721.14,7792.3,23,23,23,23,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,20,20,20,20,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,9721.14,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,7792.3,0,
122455,3,3933,9,1,513,483,76762.62,36020.08,513,513,513,513,513,513,513,513,513,513,513,513,483,483,483,483,483,483,483,483,483,483,483,483,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,76762.62,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,36020.08,0,
122456,4,1302,9,1,371,348,16735.83,16696.75,371,371,371,371,371,371,371,371,371,371,371,371,348,348,348,348,348,348,348,348,348,348,348,348,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16735.83,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,16696.75,0,
122457,3,3057,9,1,21,17,797.18,479.61,21,21,21,21,21,21,21,21,21,21,21,21,17,17,17,17,17,17,17,17,17,17,17,17,797.18,797.18,797.18,797.18,797.18,797.18,797.18,797.18,797.18,797.18,797.18,797.18,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,0,
122458,4,1345,9,1,1391,1373,24372.86,25372.75,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,24372.86,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,25372.75,0,
122459,4,158,9,1,87,83,443.12,491.17,87,87,87,87,87,87,87,87,87,87,87,87,83,83,83,83,83,83,83,83,83,83,83,83,443.12,443.12,443.12,443.12,443.12,443.12,443.12,443.12,443.12,443.12,443.12,443.12,491.17,491.17,491.17,491.17,491.17,491.17,491.17,491.17,491.17,491.17,491.17,491.17,0,
122460,3,3169,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122461,1,4500,9,1,158,156,4081.96,3995.99,158,158,158,158,158,158,158,158,158,158,158,158,156,156,156,156,156,156,156,156,156,156,156,156,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,4081.96,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,3995.99,0,
122462,1,2734,9,1,522,522,51692.99,42715.7,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,522,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,51692.99,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,42715.7,0,
122463,1,351,9,1,5472,4530,10172.46,8070.94,5472,5472,5472,5472,5472,5472,5472,5472,5472,5472,5472,5472,4530,4530,4530,4530,4530,4530,4530,4530,4530,4530,4530,4530,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,10172.46,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,8070.94,0,
122464,1,334,9,1,5098,3143,8290.32,4782.87,5098,5098,5098,5098,5098,5098,5098,5098,5098,5098,5098,5098,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,3143,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,8290.32,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,4782.87,0,
122465,1,5224,9,1,175,180,63266.23,64996.83,175,175,175,175,175,175,175,175,175,175,175,175,180,180,180,180,180,180,180,180,180,180,180,180,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,63266.23,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,64996.83,0,
122466,4,4510,9,1,226,222,4099.23,2889.14,226,226,226,226,226,226,226,226,226,226,226,226,222,222,222,222,222,222,222,222,222,222,222,222,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,4099.23,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,2889.14,0,
122467,1,1694,9,1,5500,4900,34431.3,155667.88,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,4900,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,34431.3,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,155667.88,0,
122468,1,1693,9,1,7104,6004,36927,31552.9,7104,7104,7104,7104,7104,7104,7104,7104,7104,7104,7104,7104,6004,6004,6004,6004,6004,6004,6004,6004,6004,6004,6004,6004,36927,36927,36927,36927,36927,36927,36927,36927,36927,36927,36927,36927,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,31552.9,0,
122469,1,1696,9,1,3700,3600,23900,22977.57,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,23900,23900,23900,23900,23900,23900,23900,23900,23900,23900,23900,23900,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,22977.57,0,
122470,1,1750,9,1,179,142,4039.2,6195.21,179,179,179,179,179,179,179,179,179,179,179,179,142,142,142,142,142,142,142,142,142,142,142,142,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,4039.2,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,6195.21,0,
122471,4,3011,9,1,40,40,0,0,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122472,1,5496,9,1,620,603,31330.74,30800.94,620,620,620,620,620,620,620,620,620,620,620,620,603,603,603,603,603,603,603,603,603,603,603,603,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,31330.74,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,30800.94,0,
122473,1,5426,9,1,373,373,39351.67,38859.06,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,39351.67,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,38859.06,0,
122474,1,5093,9,1,915.9,832.3,102805.7,92123.12,915.9,915.9,915.9,915.9,915.9,915.9,915.9,915.9,915.9,915.9,915.9,915.9,832.3,832.3,832.3,832.3,832.3,832.3,832.3,832.3,832.3,832.3,832.3,832.3,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,102805.7,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,92123.12,0,
122475,4,5268,9,1,68,66,18194.95,17551.74,68,68,68,68,68,68,68,68,68,68,68,68,66,66,66,66,66,66,66,66,66,66,66,66,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,18194.95,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,17551.74,0,
122476,4,3844,9,1,7,7,222.3,222.3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,222.3,0,
122477,1,3327,9,1,6,10,1218.54,7311.24,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,1218.54,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,7311.24,0,
122478,1,5558,9,1,247,243,20258.28,19891.79,247,247,247,247,247,247,247,247,247,247,247,247,243,243,243,243,243,243,243,243,243,243,243,243,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,20258.28,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,19891.79,0,
122479,4,4609,9,1,546,554,8198.18,8529.56,546,546,546,546,546,546,546,546,546,546,546,546,554,554,554,554,554,554,554,554,554,554,554,554,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8198.18,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,8529.56,0,
122480,1,789,9,1,136,121,37630.68,30437.63,136,136,136,136,136,136,136,136,136,136,136,136,121,121,121,121,121,121,121,121,121,121,121,121,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,37630.68,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,30437.63,0,
122481,3,5641,9,1,155,137,1703.75,1388.5,155,155,155,155,155,155,155,155,155,155,155,155,137,137,137,137,137,137,137,137,137,137,137,137,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1703.75,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,1388.5,0,
122482,1,2526,9,1,235,235,6783,6463.8,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,6783,6783,6783,6783,6783,6783,6783,6783,6783,6783,6783,6783,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,6463.8,0,
122483,3,3701,9,1,29,63,11276.23,17702.98,29,29,29,29,29,29,29,29,29,29,29,29,63,63,63,63,63,63,63,63,63,63,63,63,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,11276.23,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,17702.98,0,
122484,3,185,9,1,800,988,729.88,809.14,800,800,800,800,800,800,800,800,800,800,800,800,988,988,988,988,988,988,988,988,988,988,988,988,729.88,729.88,729.88,729.88,729.88,729.88,729.88,729.88,729.88,729.88,729.88,729.88,809.14,809.14,809.14,809.14,809.14,809.14,809.14,809.14,809.14,809.14,809.14,809.14,0,
122485,1,5510,9,1,143,166,14112.01,13084.64,143,143,143,143,143,143,143,143,143,143,143,143,166,166,166,166,166,166,166,166,166,166,166,166,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,14112.01,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,13084.64,0,
122486,3,3154,9,1,206,406,758.8,1197.66,206,206,206,206,206,206,206,206,206,206,206,206,406,406,406,406,406,406,406,406,406,406,406,406,758.8,758.8,758.8,758.8,758.8,758.8,758.8,758.8,758.8,758.8,758.8,758.8,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,1197.66,0,
122487,4,5440,9,1,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
122488,1,5248,9,1,39,38,5575.6,5696.42,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,38,38,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5575.6,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,5696.42,0,
122489,3,111,9,1,37,33,1032.3,801.8,37,37,37,37,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,33,33,33,33,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,1032.3,801.8,801.8,801.8,801.8,801.8,801.8,801.8,801.8,801.8,801.8,801.8,801.8,0,
122490,4,5770,9,1,5,1,268.86,0,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,268.86,268.86,268.86,268.86,268.86,268.86,268.86,268.86,268.86,268.86,268.86,268.86,0,0,0,0,0,0,0,0,0,0,0,0,0,
122491,4,4916,9,1,80,78,72263.8,60497.28,80,80,80,80,80,80,80,80,80,80,80,80,78,78,78,78,78,78,78,78,78,78,78,78,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,72263.8,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,60497.28,0,
122492,4,4806,9,1,38,38,81757.7,-29600.53,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,81757.7,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,-29600.53,0,
122493,4,4875,9,1,6,5,1043.58,1084.04,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1043.58,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,1084.04,0,
122494,4,4870,9,1,4,2,691.12,607.96,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,691.12,691.12,691.12,691.12,691.12,691.12,691.12,691.12,691.12,691.12,691.12,691.12,607.96,607.96,607.96,607.96,607.96,607.96,607.96,607.96,607.96,607.96,607.96,607.96,0,
122495,4,4803,9,1,16,16,701.38,986.76,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,701.38,701.38,701.38,701.38,701.38,701.38,701.38,701.38,701.38,701.38,701.38,701.38,986.76,986.76,986.76,986.76,986.76,986.76,986.76,986.76,986.76,986.76,986.76,986.76,0,
